W(u),W(v),d2,d3,d4,sign
4.0,24.0,-2.0,-0.03636363636363636,0.13284132841328414,-1.0
4.0,20.0,-3.0,0.07142857142857142,0.13469684935133705,-1.0
4.0,-4.0,1.0,-0.10256410256410256,-0.022430094548380606,1.0
4.0,24.0,0.0,0.1746987951807229,0.0690947242206235,-1.0
4.0,16.0,-1.0,0.22340425531914893,0.08811363458986966,-1.0
4.0,0.0,-2.0,-0.03529411764705882,-0.0014883095683902252,-1.0
4.0,-40.0,-1.0,-0.1774193548387097,-0.16403023950193762,-1.0
4.0,-64.0,-3.0,-0.3333333333333333,-0.18090969968577758,-1.0
4.0,0.0,-3.0,0.1038961038961039,0.05218211057505684,-1.0
4.0,-20.0,-2.0,-0.7045454545454546,-0.20355049982764564,-1.0
4.0,-28.0,0.0,-0.13114754098360656,-0.15305000323436185,-1.0
4.0,-28.0,0.0,-0.10714285714285714,-0.10152377455480081,-1.0
4.0,8.0,1.0,-0.04807692307692308,0.03239051094890511,1.0
4.0,4.0,-1.0,0.09574468085106383,0.03856495352231697,-1.0
4.0,-52.0,-2.0,-0.6486486486486487,-0.32026730500698186,-1.0
4.0,-36.0,-1.0,-0.18674698795180722,-0.11512258192848973,-1.0
4.0,-12.0,1.0,-0.20967741935483872,-0.1325685149776928,1.0
4.0,-28.0,2.0,-0.225,-0.12814838233744336,1.0
4.0,36.0,1.0,0.2978723404255319,0.1662510390689942,1.0
4.0,12.0,-1.0,0.18478260869565216,0.09049969689096735,-1.0
4.0,12.0,1.0,0.1506849315068493,0.030906941395034623,1.0
4.0,66.0,-1.0,0.3979591836734694,0.36303159895462106,-1.0
4.0,-12.0,1.0,-0.07407407407407407,-0.0623768877216021,1.0
4.0,-20.0,1.0,-0.14615384615384616,-0.08345633456334563,1.0
4.0,96.0,1.0,0.532258064516129,0.4004984662576687,1.0
4.0,-52.0,-2.0,-0.4537037037037037,-0.27194222012874864,-1.0
4.0,52.0,2.0,0.4180327868852459,0.2074191210384134,1.0
4.0,44.0,2.0,0.26119402985074625,0.16273638642059696,1.0
4.0,8.0,2.0,0.1346153846153846,0.0071504385229875424,1.0
4.0,-4.0,-1.0,-0.0945945945945946,0.0014693534844668346,-1.0
4.0,20.0,1.0,0.3055555555555556,0.10578711300732961,1.0
4.0,-88.0,-1.0,-0.4266666666666667,-0.29663950577834586,-1.0
4.0,-12.0,-1.0,-0.11538461538461539,-0.2094662638469285,-1.0
4.0,10.0,-1.0,0.034722222222222224,0.024723346828609986,-1.0
4.0,-24.0,-1.0,-0.6071428571428571,-0.24874637107416206,-1.0
4.0,4.0,-1.0,-0.4,-0.13333333333333333,-1.0
4.0,-12.0,1.0,-0.13793103448275862,-0.09542743538767395,1.0
4.0,-12.0,1.0,0.023809523809523808,-0.08570554025099479,1.0
4.0,0.0,1.0,-0.02040816326530612,-0.025205761316872428,1.0
4.0,12.0,1.0,0.08,0.03160638644509612,1.0
4.0,-36.0,1.0,-0.22297297297297297,-0.15005235025073016,1.0
4.0,-60.0,-1.0,-0.3898305084745763,-0.22263487099296325,-1.0
4.0,52.0,-1.0,0.30434782608695654,0.19675444675444675,-1.0
4.0,-28.0,-1.0,-0.1640625,-0.15102502662406816,-1.0
4.0,4.0,0.0,0.09016393442622951,0.033478893740902474,-1.0
4.0,28.0,1.0,0.3090909090909091,0.14669848846459824,1.0
30.0,56.0,1.0,0.3961038961038961,0.35466785466785467,1.0
30.0,-8.0,2.0,0.3425925925925926,0.07620020429009193,1.0
30.0,16.0,-1.0,0.3695652173913043,0.19552477357485348,-1.0
30.0,36.0,-1.0,0.4365079365079365,0.30922303721814726,-1.0
30.0,-8.0,1.0,0.04838709677419355,0.09058041190522306,1.0
30.0,24.0,1.0,0.36486486486486486,0.24668874172185432,1.0
30.0,4.0,-3.0,0.2777777777777778,0.17831079630822064,-1.0
30.0,-56.0,0.0,-0.3106060606060606,-0.1418388304941404,-1.0
30.0,8.0,-1.0,0.24342105263157895,0.1284630862095651,-1.0
30.0,12.0,0.0,0.1896551724137931,0.21142333967180788,-1.0
30.0,0.0,3.0,0.02727272727272727,0.08208020050125313,1.0
30.0,28.0,1.0,0.25,0.2740755132439609,1.0
30.0,-28.0,3.0,0.045454545454545456,-0.043029441196608204,1.0
30.0,-20.0,3.0,-0.006578947368421052,0.02116823173643164,1.0
30.0,-40.0,0.0,0.03488372093023256,-0.015584535701072882,-1.0
30.0,-28.0,-6.0,-0.04794520547945205,0.02408275416195248,-1.0
30.0,-20.0,-2.0,0.0851063829787234,0.0871869617066384,-1.0
30.0,-20.0,-1.0,0.06153846153846154,0.02729940043372879,-1.0
30.0,-20.0,0.0,-0.0125,0.05485799701046338,-1.0
30.0,8.0,0.0,0.0913978494623656,0.15836716283265675,-1.0
30.0,-8.0,-1.0,0.22794117647058823,0.09500609013398295,-1.0
30.0,0.0,4.0,0.16826923076923078,0.08516409004610795,1.0
30.0,-116.0,-3.0,-0.315,-0.20038559872584769,-1.0
30.0,-28.0,-2.0,-0.005208333333333333,0.030078391274710292,-1.0
30.0,-34.0,-1.0,0.03773584905660377,0.028525147169214966,-1.0
30.0,-16.0,1.0,0.056338028169014086,0.04508174460920102,1.0
30.0,24.0,-2.0,0.3047619047619048,0.20002347693391243,-1.0
30.0,68.0,4.0,0.38288288288288286,0.3118912797281993,1.0
30.0,-48.0,-1.0,-0.024390243902439025,-0.0458404959108194,-1.0
30.0,-28.0,0.0,-0.10377358490566038,-0.006659729448491155,-1.0
30.0,40.0,-1.0,0.3415841584158416,0.22399772302187526,-1.0
30.0,-10.0,3.0,0.28735632183908044,0.1848441247002398,1.0
30.0,16.0,1.0,0.35135135135135137,0.179738054563338,1.0
30.0,-36.0,3.0,-0.06435643564356436,-0.0140465266038799,1.0
30.0,0.0,-2.0,0.21511627906976744,0.15485756026296568,-1.0
30.0,-20.0,-4.0,0.05851063829787234,0.09957762703186997,-1.0
30.0,64.0,4.0,0.48404255319148937,0.34121141676352834,1.0
30.0,-48.0,0.0,-0.040229885057471264,-0.0581966063665685,-1.0
30.0,44.0,6.0,0.515625,0.3017132551848512,1.0
30.0,28.0,-1.0,0.2871287128712871,0.23686616791354945,-1.0
30.0,-16.0,2.0,0.15294117647058825,0.062473195139385276,1.0
30.0,40.0,-1.0,0.47619047619047616,0.34203006584668905,-1.0
30.0,-40.0,-4.0,0.02631578947368421,-0.012101550028322777,-1.0
30.0,24.0,-2.0,0.44,0.2277599142550911,-1.0
30.0,-64.0,-1.0,-0.19696969696969696,-0.06199506048809075,-1.0
30.0,-16.0,-1.0,-0.03125,0.06021104903786468,-1.0
30.0,-32.0,0.0,0.019417475728155338,0.00951916036123993,-1.0
30.0,24.0,1.0,0.28640776699029125,0.19743372473066215,1.0
30.0,-60.0,-1.0,-0.02127659574468085,-0.06769800343778924,-1.0
30.0,-12.0,-1.0,0.1388888888888889,0.00041485169052063887,-1.0
30.0,-20.0,-1.0,-0.038461538461538464,0.03577441077441077,-1.0
30.0,-12.0,-3.0,-0.14705882352941177,0.03584354932866316,-1.0
30.0,28.0,1.0,0.2647058823529412,0.2105864432597106,1.0
30.0,28.0,-1.0,0.27647058823529413,0.2542513277785899,-1.0
30.0,52.0,2.0,0.45454545454545453,0.30591043099817494,1.0
30.0,-88.0,3.0,-0.2925531914893617,-0.2028572661746299,1.0
30.0,-8.0,2.0,0.24509803921568626,0.07547607988852764,1.0
30.0,30.0,0.0,0.0,0.0,-1.0
30.0,-8.0,-3.0,-0.22058823529411764,0.10523487047189078,-1.0
30.0,-44.0,1.0,-0.10555555555555556,-0.017426869387392192,1.0
30.0,0.0,1.0,0.3,0.14447010520913522,1.0
30.0,28.0,-1.0,0.4659090909090909,0.3211767895878525,-1.0
30.0,32.0,2.0,0.5317460317460317,0.3006671701913394,1.0
30.0,44.0,4.0,0.5170454545454546,0.27774689642393924,1.0
30.0,-32.0,-1.0,-0.12962962962962962,-0.038733147870746845,-1.0
30.0,-12.0,-1.0,0.21428571428571427,0.07654371030941765,-1.0
30.0,64.0,1.0,0.8169014084507042,0.4118892321775947,1.0
30.0,4.0,1.0,0.043478260869565216,0.1808798646362098,1.0
30.0,8.0,-2.0,0.1267605633802817,0.1803921568627451,-1.0
30.0,-12.0,-2.0,0.06818181818181818,0.056895150365754536,-1.0
30.0,20.0,0.0,0.12931034482758622,0.11424131874071071,-1.0
30.0,22.0,2.0,0.3791208791208791,0.19989852866565194,1.0
30.0,0.0,-1.0,0.17073170731707318,0.11685082872928176,-1.0
30.0,96.0,0.0,0.7597402597402597,0.5363128491620112,-1.0
30.0,48.0,1.0,0.38372093023255816,0.29776133560994117,1.0
30.0,0.0,1.0,0.2777777777777778,0.09653548604103598,1.0
30.0,20.0,1.0,0.44594594594594594,0.2569356872635561,1.0
30.0,28.0,2.0,0.4240506329113924,0.2422198374980837,1.0
30.0,-28.0,4.0,0.0514018691588785,0.018942045896538313,1.0
30.0,4.0,-1.0,0.20967741935483872,0.15824093215560986,-1.0
30.0,40.0,1.0,0.3869047619047619,0.2634194831013916,1.0
30.0,48.0,1.0,0.7037037037037037,0.4134474685396547,1.0
30.0,44.0,1.0,0.5614035087719298,0.3406394530464508,1.0
30.0,16.0,0.0,0.35,0.1885156474303761,-1.0
30.0,-8.0,1.0,0.3125,0.007564296520423601,1.0
30.0,12.0,5.0,0.3227848101265823,0.1728757664760138,1.0
30.0,-52.0,-2.0,-0.3888888888888889,-0.1856774609312067,-1.0
30.0,-60.0,-3.0,-0.12337662337662338,-0.08072669826224328,-1.0
30.0,66.0,1.0,0.65,0.46567872722607134,1.0
30.0,0.0,1.0,0.18181818181818182,0.13965714285714287,1.0
30.0,10.0,5.0,0.17204301075268819,0.10703162696846076,1.0
30.0,-52.0,3.0,-0.21774193548387097,-0.18199088145896655,1.0
30.0,20.0,-2.0,0.21929824561403508,0.23507943323314728,-1.0
30.0,8.0,3.0,0.09558823529411764,0.1506753201192773,1.0
30.0,4.0,1.0,0.225,0.12711075654833134,1.0
30.0,52.0,1.0,0.527027027027027,0.34606332905434317,1.0
30.0,-26.0,-1.0,-0.325,-0.16886889701058944,-1.0
30.0,-4.0,2.0,0.4,0.04373442102877861,1.0
30.0,-12.0,1.0,0.057971014492753624,0.06363043349344719,1.0
30.0,-4.0,1.0,0.16326530612244897,0.08885604007555227,1.0
30.0,0.0,-1.0,0.23369565217391305,0.1690717015059564,-1.0
30.0,-24.0,-1.0,-0.16666666666666666,-0.10978366160800775,-1.0
30.0,-52.0,3.0,-0.06493506493506493,-0.1116682335735924,1.0
30.0,-12.0,1.0,0.12962962962962962,-0.026521270866989768,1.0
30.0,8.0,-2.0,0.25396825396825395,0.18459642637091805,-1.0
30.0,16.0,1.0,0.3359375,0.20509907863183138,1.0
30.0,-4.0,-1.0,0.36363636363636365,0.12363387978142076,-1.0
30.0,8.0,-2.0,0.25595238095238093,0.1737512523257478,-1.0
30.0,-4.0,2.0,0.2569444444444444,0.11425501432664756,1.0
30.0,-20.0,2.0,0.10843373493975904,0.03677256387836394,1.0
30.0,20.0,-1.0,0.36666666666666664,0.23426074549670056,-1.0
30.0,-36.0,-2.0,0.022727272727272728,0.0017020514198692108,-1.0
30.0,20.0,1.0,0.4444444444444444,0.22557077625570776,1.0
30.0,-20.0,-1.0,0.16037735849056603,0.002233502538071066,-1.0
30.0,-36.0,2.0,0.11363636363636363,-0.019215044971381847,1.0
30.0,-28.0,2.0,0.047058823529411764,0.002876984126984127,1.0
30.0,16.0,1.0,0.4435483870967742,0.2110457392294553,1.0
30.0,4.0,1.0,0.36046511627906974,0.16777570756809512,1.0
30.0,-8.0,1.0,0.16666666666666666,0.0760798070598553,1.0
30.0,-8.0,1.0,0.296875,0.05915771273311103,1.0
56.0,-8.0,2.0,0.3723404255319149,0.18561989219266214,1.0
56.0,-48.0,3.0,0.008333333333333333,0.028279298518087102,1.0
56.0,28.0,3.0,0.5373134328358209,0.32152957088405265,1.0
56.0,24.0,4.0,0.5357142857142857,0.32950431634642163,1.0
56.0,52.0,3.0,0.6691176470588235,0.40840788165818864,1.0
56.0,0.0,-1.0,0.28313253012048195,0.23605876099352469,-1.0
56.0,-116.0,1.0,-0.13924050632911392,-0.11397984886649874,1.0
56.0,-28.0,-1.0,0.176056338028169,0.13156775154222505,-1.0
56.0,12.0,0.0,0.3695652173913043,0.28951112628763304,-1.0
56.0,68.0,4.0,0.7647058823529411,0.41281942679655514,1.0
56.0,96.0,1.0,0.9596774193548387,0.6340827631150212,1.0
56.0,-36.0,2.0,0.20253164556962025,0.10246764971411375,1.0
56.0,20.0,-1.0,0.2692307692307692,0.23010587431693988,-1.0
56.0,-8.0,2.0,0.2692307692307692,0.18991582904306611,1.0
56.0,-34.0,2.0,0.23076923076923078,0.11227810650887574,1.0
56.0,-36.0,3.0,0.1095890410958904,0.07926658840628319,1.0
56.0,-16.0,-2.0,0.2962962962962963,0.1809837608849141,-1.0
56.0,-44.0,0.0,0.0625,0.09944351697273233,-1.0
56.0,40.0,-3.0,0.5714285714285714,0.4017671825891004,-1.0
56.0,36.0,1.0,0.5306122448979592,0.4031144781144781,1.0
56.0,-16.0,1.0,0.30597014925373134,0.18367836783678368,1.0
56.0,16.0,3.0,0.5185185185185185,0.27525643863921484,1.0
56.0,22.0,1.0,0.49264705882352944,0.31866411549834756,1.0
56.0,4.0,1.0,0.375,0.2454903934893867,1.0
56.0,40.0,2.0,0.6111111111111112,0.42017790262172283,1.0
56.0,4.0,0.0,0.32407407407407407,0.25610234675457183,-1.0
56.0,48.0,3.0,0.6194029850746269,0.3856512930520796,1.0
56.0,12.0,1.0,0.47619047619047616,0.30638878067783404,1.0
56.0,-32.0,0.0,0.09740259740259741,0.12501265310254076,-1.0
56.0,-8.0,0.0,0.25609756097560976,0.21412675374939527,-1.0
56.0,-4.0,-2.0,0.47115384615384615,0.2539109506618532,-1.0
56.0,24.0,1.0,0.43209876543209874,0.3019257914902198,1.0
56.0,-8.0,0.0,0.28,0.20821714073247816,-1.0
56.0,8.0,1.0,0.2890625,0.22819314641744548,1.0
56.0,-4.0,1.0,0.2777777777777778,0.18051242236024845,1.0
56.0,-28.0,0.0,0.17682926829268292,0.15720164609053497,-1.0
56.0,44.0,1.0,0.6439393939393939,0.4078696481192581,1.0
56.0,-12.0,-1.0,0.2916666666666667,0.166405187741868,-1.0
56.0,-12.0,1.0,0.28448275862068967,0.17582253982432633,1.0
56.0,-36.0,2.0,0.125,0.10214140040788579,1.0
56.0,-28.0,1.0,0.14516129032258066,0.08481141692150866,1.0
56.0,56.0,0.0,0.7131147540983607,0.4430418909720933,-1.0
56.0,8.0,0.0,0.3695652173913043,0.2606773019871257,-1.0
56.0,-8.0,-1.0,0.2727272727272727,0.20517981749865807,-1.0
56.0,4.0,-1.0,0.35344827586206895,0.275016835016835,-1.0
56.0,64.0,0.0,0.6923076923076923,0.4733702136891203,-1.0
56.0,0.0,2.0,0.34328358208955223,0.24794772993801306,1.0
56.0,44.0,1.0,0.7307692307692307,0.4384582803896654,1.0
56.0,36.0,3.0,0.7115384615384616,0.41381465854039695,1.0
56.0,-8.0,1.0,0.125,0.1658206429780034,1.0
56.0,24.0,1.0,0.5921052631578947,0.3832786885245902,1.0
56.0,48.0,3.0,0.9418604651162791,0.4951411807847451,1.0
56.0,0.0,-1.0,0.3358208955223881,0.2594276706681217,-1.0
56.0,12.0,-1.0,0.3333333333333333,0.28213991769547325,-1.0
56.0,4.0,-1.0,0.4880952380952381,0.2421875,-1.0
56.0,0.0,1.0,0.5,0.20602341656086895,1.0
56.0,24.0,1.0,0.5253164556962026,0.28200996191034283,1.0
56.0,-64.0,-1.0,0.06164383561643835,0.04575572598737413,-1.0
56.0,-12.0,-1.0,0.1,0.12081857536402991,-1.0
56.0,64.0,0.0,0.839622641509434,0.5209897732961453,-1.0
56.0,-20.0,-1.0,0.16417910447761194,0.17042183001627237,-1.0
56.0,-28.0,-1.0,0.21875,0.14024276377217554,-1.0
56.0,-20.0,-1.0,0.36363636363636365,0.01394774011299435,-1.0
56.0,-28.0,-1.0,0.11224489795918367,0.10500260552371027,-1.0
56.0,8.0,1.0,0.35185185185185186,0.26995903856557696,1.0
56.0,-20.0,2.0,0.17647058823529413,0.11552346570397112,1.0
56.0,8.0,1.0,0.2966101694915254,0.263433908045977,1.0
56.0,24.0,2.0,0.4818181818181818,0.30816588864082267,1.0
56.0,28.0,1.0,0.45454545454545453,0.3234287492221531,1.0
56.0,-12.0,-1.0,0.17105263157894737,0.13968428781204112,-1.0
56.0,10.0,1.0,0.3541666666666667,0.24479338842975207,1.0
56.0,20.0,1.0,0.4787234042553192,0.31317494600431967,1.0
56.0,8.0,1.0,0.4126984126984127,0.2542985888770307,1.0
56.0,-20.0,-1.0,0.19718309859154928,0.18932627632594554,-1.0
56.0,0.0,-1.0,0.34146341463414637,0.26299435028248586,-1.0
56.0,16.0,-1.0,0.4672131147540984,0.30154105154105154,-1.0
56.0,-60.0,-2.0,0.007936507936507936,0.021359867330016585,-1.0
56.0,28.0,0.0,0.7785714285714286,0.41345337183624936,-1.0
56.0,-40.0,1.0,0.1619718309859155,0.0903019744483159,1.0
56.0,28.0,-1.0,0.5131578947368421,0.3336489898989899,-1.0
56.0,-56.0,0.0,-0.010416666666666666,-0.027143180275955667,-1.0
56.0,-20.0,1.0,0.2857142857142857,0.16333599786837197,1.0
56.0,-60.0,-1.0,0.07142857142857142,0.04376768181061741,-1.0
56.0,20.0,1.0,0.4583333333333333,0.3379582398150037,1.0
56.0,-10.0,1.0,0.5074626865671642,0.31392981195352737,1.0
56.0,-40.0,1.0,0.0546875,0.06017618862546962,1.0
56.0,40.0,2.0,0.4025974025974026,0.30741924032658857,1.0
56.0,4.0,-1.0,0.06896551724137931,0.0990990990990991,-1.0
-8.0,28.0,-3.0,0.41509433962264153,0.16332310597120603,-1.0
-8.0,-8.0,-3.0,-0.0975609756097561,-0.03850855745721271,-1.0
-8.0,28.0,-1.0,0.12222222222222222,0.0957224830464267,-1.0
-8.0,16.0,2.0,-0.0641025641025641,0.010376134889753566,1.0
-8.0,-36.0,2.0,-0.18867924528301888,-0.16618397462418977,1.0
-8.0,-64.0,2.0,-0.27450980392156865,-0.2422676713311805,1.0
-8.0,64.0,0.0,0.47560975609756095,0.2542087542087542,-1.0
-8.0,-12.0,-1.0,-0.25,-0.06951707167025531,-1.0
-8.0,24.0,-2.0,0.08181818181818182,0.0544725563390018,-1.0
-8.0,-10.0,-3.0,-0.04081632653061224,0.08549136786188578,-1.0
-8.0,28.0,-1.0,0.057692307692307696,0.0749964523910884,-1.0
-8.0,-36.0,1.0,-0.3020833333333333,-0.16275830044114234,1.0
